,pred,truth,fold,leaf_size,STUDENTID,label,sec_spent_BlockRev,sec_spent_EOSTimeLft,sec_spent_VH098519,sec_spent_VH098522,sec_spent_VH098556,sec_spent_VH098597,sec_spent_VH098740,sec_spent_VH098753,sec_spent_VH098759,sec_spent_VH098779,sec_spent_VH098783,sec_spent_VH098808,sec_spent_VH098810,sec_spent_VH098812,sec_spent_VH098834,sec_spent_VH098839,sec_spent_VH134366,sec_spent_VH134373,sec_spent_VH134387,sec_spent_VH139047,sec_spent_VH139196,sec_spent_VH356862,times_entered_BlockRev,times_entered_EOSTimeLft,times_entered_VH098519,times_entered_VH098522,times_entered_VH098556,times_entered_VH098597,times_entered_VH098740,times_entered_VH098753,times_entered_VH098759,times_entered_VH098779,times_entered_VH098783,times_entered_VH098808,times_entered_VH098810,times_entered_VH098812,times_entered_VH098834,times_entered_VH098839,times_entered_VH134366,times_entered_VH134373,times_entered_VH134387,times_entered_VH139047,times_entered_VH139196,times_entered_VH356862,num_actions_BlockRev,num_actions_EOSTimeLft,num_actions_VH098519,num_actions_VH098522,num_actions_VH098556,num_actions_VH098597,num_actions_VH098740,num_actions_VH098753,num_actions_VH098759,num_actions_VH098779,num_actions_VH098783,num_actions_VH098808,num_actions_VH098810,num_actions_VH098812,num_actions_VH098834,num_actions_VH098839,num_actions_VH134366,num_actions_VH134373,num_actions_VH134387,num_actions_VH139047,num_actions_VH139196,num_actions_VH356862,count_Calculator Buffer,count_Click Choice,count_Click Progress Navigator,count_DropChoice,count_Eliminate Choice,count_Enter Item,count_Lose Focus,count_Math Keypress,count_Move Calculator,count_Next,count_Open Calculator,count_Receive Focus,count_Vertical Item Scroll,percentile5_BlockRev,percentile5_EOSTimeLft,percentile5_VH098519,percentile5_VH098522,percentile5_VH098556,percentile5_VH098597,percentile5_VH098740,percentile5_VH098753,percentile5_VH098759,percentile5_VH098779,percentile5_VH098783,percentile5_VH098808,percentile5_VH098810,percentile5_VH098812,percentile5_VH098834,percentile5_VH098839,percentile5_VH134366,percentile5_VH134373,percentile5_VH134387,percentile5_VH139047,percentile5_VH139196,percentile5_VH356862,percentile5_vh_count,sec_spent_std,poly_delta_sec_deg0_coeff0,poly_delta_sec_deg1_coeff0,poly_delta_sec_deg1_coeff1,poly_delta_sec_deg2_coeff0,poly_delta_sec_deg2_coeff1,poly_delta_sec_deg2_coeff2,poly_delta_sec_deg3_coeff0,poly_delta_sec_deg3_coeff1,poly_delta_sec_deg3_coeff2,poly_delta_sec_deg3_coeff3,poly_per_item_sec_deg0_coeff0,poly_per_item_sec_deg1_coeff0,poly_per_item_sec_deg1_coeff1,poly_per_item_sec_deg2_coeff0,poly_per_item_sec_deg2_coeff1,poly_per_item_sec_deg2_coeff2,poly_per_item_sec_deg3_coeff0,poly_per_item_sec_deg3_coeff1,poly_per_item_sec_deg3_coeff2,poly_per_item_sec_deg3_coeff3,answer_rank_VH098808,"answer_rank_VH139196_C,1",answer_rank_VH098810,answer_rank_VH134366_5,answer_rank_VH134366_2,answer_rank_VH134366_3,answer_rank_VH098779,"answer_rank_VH139196_B,1",answer_rank_VH139047_3,answer_rank_VH098839,answer_rank_VH134366_4,answer_rank_VH098812,answer_rank_VH098759,answer_rank_VH139047_4,answer_rank_VH134373_1,answer_rank_VH134387_1,answer_rank_VH098834,answer_rank_VH098783,answer_rank_VH098556,answer_rank_VH098519,answer_rank_VH134366_1,answer_rank_VH098597,answer_rank_VH139047_1,answer_rank_VH098522,"answer_rank_VH139196_A,1",answer_rank_VH098740,answer_rank_VH139047_2,answer_rank_VH098753,answer_count_top1,answer_count_top2,answer_count_top3,answer_count_top4,answer_count_top5,answer_count_unanswered,count_Draw,count_Erase,count_Scratchwork Draw Mode On,count_Scratchwork Erase Mode On,count_Scratchwork Mode Off,count_Scratchwork Mode On,count_Equation Editor Button,count_Clear Scratchwork,count_Highlight,count_TextToSpeech,sec_spent_SecTimeOut,times_entered_SecTimeOut,num_actions_SecTimeOut,percentile5_SecTimeOut,sec_spent_HELPMAT8,times_entered_HELPMAT8,num_actions_HELPMAT8,percentile5_HELPMAT8
1077,0.2,True,2,4,2333168368,1.0,0.0,0.0,73.254,60.534,12.357,5.277,38.327,56.27,46.087,21.596,43.94,199.32,37.583,85.166,43.85,99.243,244.32,168.633,115.27,148.946,295.474,16.77,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1,0.0,0.0,16.0,8.0,3.0,4.0,3.0,7.0,3.0,3.0,4.0,24.0,17.0,9.0,2.0,4.0,85.0,68.0,35.0,26.0,154.0,2,12.0,20.0,3.0,20.0,0.0,24,34.0,74.0,22.0,17.0,12.0,34.0,4.0,0,0,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,20,79.35826385604021,3.79690396659707,-0.003930897594360635,4.73638849164927,6.508827474169954e-05,-0.035043092920893006,7.209808020108597,5.707159253371046e-07,-0.0003441150437250041,0.043114855049432424,4.112793624625202,100.7100952380952,8.277487012987011,17.93522510822512,-0.3085818746470918,14.449124505928852,-1.608293619423977,-0.1627169193845391,4.572925706889078,-23.659178013930145,54.04089281008818,4,1000,2,1,1,1,3,1,1,3,4,4,4,1,1000,18,4,2,4,2,1,5,1,1,1000,4,1,2,10,14,16,23,24,3,98.0,40.0,5.0,8.0,6.0,6.0,11.0,3.0,9.0,0.0,6.5,1.0,2.0,True,0.0,0.0,0.0,0
1078,1.0,True,1,23,2333168384,1.0,0.0,0.0,87.766,4.283,16.95,3.897,102.88,192.284,78.3,46.537,149.074,123.54,16.7,191.573,40.833,59.733,155.133,84.117,140.996,87.577,210.743,20.417,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,24.0,2.0,3.0,3.0,27.0,12.0,7.0,4.0,24.0,8.0,5.0,9.0,3.0,4.0,38.0,16.0,63.0,13.0,85.0,2,14.0,18.0,0.0,8.0,1.0,22,32.0,39.0,13.0,19.0,14.0,34.0,16.0,0,0,True,False,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,19,65.43388768569692,5.132505649717513,-0.004971162839136921,6.0099158908251775,3.3573719632077614e-05,-0.01682268586926032,6.7052052419257535,5.117735647132489e-07,-0.00023741038288358716,0.021386174940161363,5.589184314125233,86.5010476190476,3.9439545454545435,47.061502164502166,-0.4673044815596306,13.290044176647159,17.465551665725602,0.00845917219487011,-0.7210796474057327,15.271182304685714,14.572514775080098,2,1000,2,4,5,6,1,10,1,3,7,2,1,1,22,6,4,1,4,5,1000,3,1,1000,10,2,1,4,7,11,13,17,19,3,54.0,8.0,4.0,4.0,5.0,5.0,10.0,0.0,7.0,20.0,3.574,1.0,2.0,True,0.0,0.0,0.0,0
1081,0.375,False,1,3,2333169143,0.0,21.389,6.25,35.64,102.374,12.564,59.962,50.357,59.823,211.46,15.18,68.43,101.803,19.67,117.394,50.237,59.624,268.233,84.734,96.5,202.363,150.243,13.717,4.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,1.0,3.0,1.0,1.0,1.0,1,8.0,2.0,4.0,6.0,3.0,21.0,7.0,7.0,16.0,3.0,5.0,12.0,3.0,39.0,5.0,9.0,162.0,13.0,7.0,35.0,43.0,2,10.0,18.0,13.0,30.0,0.0,37,23.0,84.0,8.0,18.0,10.0,23.0,7.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,69.79401645455162,4.372528985507239,-0.001766886220532198,4.737390990047147,0.00012884174761809404,-0.05497852798680501,8.391257057997874,-3.7849166107525293e-07,0.0003633173316542129,-0.0936670750510968,9.714731044531346,260.3071304347827,-21.144505928853775,492.896695652174,3.4127010728401985,-96.22392953133813,755.6746782608693,-0.5416604895104902,21.28749722668639,-250.05550855231755,1005.9218244147146,4,3,1,1,1,1,1,14,1,2,1,1,1,1,24,8,1,1,2,1,1000,1,1,2,3,4,1,3,16,19,22,24,24,1,87.0,6.0,13.0,6.0,7.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,2.28,1.0,2.0,False
1082,0.0,False,0,3,2333169640,0.0,5.226,6.177,72.233,123.324,17.31,47.883,30.857,86.417,115.856,87.787,14.987,118.933,12.464,99.717,25.306,29.9,103.17,57.734,9.596,154.484,47.346,8.763,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,2.0,3.0,71.0,3.0,3.0,11.0,9.0,39.0,50.0,5.0,10.0,3.0,64.0,3.0,6.0,43.0,12.0,8.0,11.0,21.0,2,9.0,16.0,1.0,4.0,6.0,25,15.0,35.0,16.0,21.0,9.0,15.0,9.0,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,False,True,True,True,19,45.19803888837846,3.3389267015706765,-0.013487900830435112,5.90837180976857,0.00011372770237575947,-0.056818155435599434,8.652621268095647,-1.0863423757240852e-06,0.0007345723701020743,-0.15131093113201965,11.633089569627117,60.44659090909091,0.2657272727272749,57.6564545454545,-0.3482807735742521,7.579623517786569,33.27680039525691,0.035319402260592256,-1.460841944782908,16.70968900214967,19.184358893280624,1,1000,2,1,1000,1,1,1,1,2,2,2,2,1,1000,1000,2,2,3,5,1,2,1,1,1000,5,1,1,12,20,21,21,23,5,163.0,13.0,1.0,2.0,6.0,6.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1084,0.875,True,0,6,2333169801,1.0,8.23,6.487,44.68,38.3,31.774,22.263,35.113,104.46,80.69,41.993,41.296,34.833,64.857,42.82,29.183,32.62,57.824,119.2,142.29,46.727,56.817,9.006,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,4.0,2.0,8.0,42.0,3.0,4.0,5.0,10.0,6.0,3.0,5.0,6.0,17.0,6.0,3.0,6.0,33.0,49.0,35.0,9.0,14.0,2,10.0,22.0,19.0,4.0,2.0,23,12.0,27.0,14.0,1.0,10.0,12.0,4.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,34.05444027980288,4.0127316176470655,-0.012153988972824449,5.659597123464772,-7.327579924233457e-05,0.007703752621848242,4.765998751704498,-3.1892241611608595e-07,5.6366162908854255e-05,-0.006323571467393647,5.079861942072531,48.26109090909091,1.958652738565783,27.69523715415017,-0.20372515527950308,6.236880999435349,13.434476284584983,-0.016973483114901804,0.3309395628399036,1.849235614233236,20.206896047430792,1,1000,1,5,1000,1,1,1,1,3,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1000,1,1,1,20,23,24,24,25,3,97.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1087,1.0,True,2,3,2333170338,1.0,12.717,10.386,45.383,101.783,45.508,33.963,67.37,115.267,158.24,17.493,67.766,31.113,22.4,45.414,34.077,55.663,95.933,219.807,60.81,98.814,93.143,9.95,4.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1,5.0,2.0,3.0,11.0,10.0,4.0,7.0,6.0,5.0,5.0,5.0,3.0,7.0,6.0,5.0,7.0,82.0,14.0,16.0,6.0,76.0,2,7.0,17.0,4.0,4.0,7.0,32,53.0,5.0,4.0,25.0,7.0,55.0,25.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,50.71124275462995,5.02787456445993,-0.006545554039456495,5.9638887921022095,0.00031233891727726435,-0.0958744843807541,10.207012983313842,-4.937168292113923e-06,0.002430384114594138,-0.3377562333479992,15.92149892567481,150.15322727272726,2.4907978543196005,123.99984980237147,-2.2029968238283457,48.75373115471487,-30.20992786561254,-0.14567345191040923,2.3857169113495442,11.097143835874084,27.91377944664053,1,1000,1,1000,1000,1000,1,1000,1,3,4,1,1,1,26,24,2,1,1,1,1000,1,1,3,1000,2,1,1,14,16,18,19,19,7,0.0,0.0,0.0,0.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1088,0.5833333333333334,True,3,5,2333170494,1.0,6.423,6.44,38.073,16.397,57.456,57.447,44.523,41.743,33.07,35.614,115.957,51.667,66.364,124.397,69.903,94.177,158.747,65.086,48.353,106.8,89.31,9.24,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,6.0,3.0,3.0,7.0,7.0,3.0,5.0,37.0,26.0,8.0,6.0,15.0,2,1.0,16.0,0.0,4.0,11.0,23,17.0,26.0,1.0,20.0,1.0,18.0,8.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,39.431253771517355,8.571711538461535,-0.016239637432631075,9.830283439490447,0.0005394517100276376,-0.09985465248691477,11.97640215921705,-1.0892766532725369e-05,0.003072019928886286,-0.2563695469656859,13.965481238308637,60.87890909090908,3.0961343873517797,28.369498023715394,-0.41380759457933375,11.786093873517794,-0.5970335968379376,-0.05727716524512856,1.3904231106422156,-3.0200533423479388,22.2565553359683,3,1000,3,14,10,1000,2,17,1,3,11,1,2,1,1000,3,1,4,2,5,12,4,1,1,1000,1,1,2,8,12,16,18,19,4,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1091,0.75,False,0,4,2333170834,0.0,7.06,0.0,48.663,28.687,36.423,60.533,41.487,188.704,178.887,18.124,71.667,39.984,17.493,64.817,96.603,75.62,349.746,134.927,100.046,90.676,152.783,10.497,1.0,0.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,1.0,0.0,6.0,7.0,3.0,8.0,5.0,16.0,25.0,3.0,5.0,6.0,3.0,4.0,8.0,8.0,57.0,11.0,7.0,9.0,41.0,2,15.0,14.0,1.0,4.0,4.0,24,21.0,51.0,23.0,20.0,15.0,21.0,8.0,True,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,78.67320606033532,7.67129535864978,-0.0018439834204439134,7.88888540226217,-4.322140661269565e-05,0.008356268540152293,7.489375533805488,-1.1558388631326151e-06,0.00036594555093625013,-0.030187490028731122,8.23937856699271,82.68122727272727,4.605545454545457,34.32299999999998,-0.45401369282891046,14.139833003952576,2.5420415019762834,-0.037352978295541045,0.7226051234806319,4.484088114555221,17.445879841897124,2,2,1,18,14,12,1,1,1,1,19,1,1,1,1,13,1,1,2,1,5,1,1,1,2,1,1,2,17,22,22,22,23,0,10.0,0.0,1.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,4.67,1.0,2.0,True,0.0,0.0,0.0,0
1094,1.0,True,1,23,2333171181,1.0,11.466,6.247,82.38,40.443,29.833,54.787,24.093,70.126,182.637,30.717,41.227,163.046,24.26,59.213,65.797,108.153,123.524,164.83,99.56,155.91,86.557,10.04,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,2.0,24.0,49.0,3.0,16.0,4.0,12.0,7.0,3.0,5.0,30.0,7.0,4.0,16.0,10.0,53.0,102.0,39.0,31.0,29.0,2,18.0,18.0,0.0,24.0,2.0,23,19.0,41.0,29.0,20.0,18.0,19.0,2.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,53.69936023034874,3.624935698447887,-0.007959192878493558,5.415754096108943,3.774823885963069e-06,-0.009657863627176936,5.542871290468749,1.263242904948014e-07,-8.149407219802768e-05,0.005673509153582657,4.9711376576325215,74.4001818181818,3.509980801806891,37.54538339920945,-0.3478699887069453,10.815250564652747,13.194484189723322,-0.04702356285971837,1.1333722413741834,-1.340340434584457,31.95688577075092,1,3,1,1,1000,1,3,3,1,4,2,1,5,1,1,3,3,1,2,1,2,1,1,1,3,2,1,2,14,19,25,26,27,1,178.0,6.0,3.0,4.0,13.0,11.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1095,0.8888888888888888,False,1,4,2333171270,0.0,31.646,2.774,40.15,106.03,29.583,10.957,44.763,11.414,102.527,33.37,78.823,44.224,72.566,56.114,27.45,47.163,223.413,42.85,37.843,87.483,90.05,6.194,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,2.0,6.0,3.0,4.0,3.0,4.0,5.0,7.0,4.0,6.0,6.0,8.0,6.0,3.0,3.0,41.0,7.0,6.0,29.0,27.0,2,7.0,17.0,0.0,24.0,2.0,23,14.0,35.0,11.0,20.0,7.0,14.0,5.0,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,21,47.04219843095072,6.634524324324326,0.013647335203366069,5.378969485614647,0.00043981954415039687,-0.06727946092030697,7.8472367673866765,7.29422328254989e-06,-0.0015733860818333723,0.08049129087155811,5.612175881419498,55.72554545454545,1.8878577075098828,35.90303952569168,-0.1970520186335405,6.025950098814231,22.109398221343863,-0.045167772692600965,1.2257328211833904,-5.64991914222312,40.131339525691644,1,1000,1,1,1000,1,1,1,1,2,2,4,2,1,3,3,1,1,3,2,1,4,1,5,1000,1,1,1,15,19,22,24,25,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1096,0.375,False,2,6,2333171342,0.0,18.487,19.387,39.8,59.043,21.069,23.166,19.193,152.447,199.354,16.363,142.77,90.953,41.377,153.483,31.991,49.154,84.183,67.167,115.15,42.256,143.58,7.65,5.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,1.0,1,9.0,4.0,5.0,64.0,7.0,6.0,5.0,4.0,123.0,9.0,44.0,35.0,8.0,39.0,7.0,7.0,42.0,54.0,82.0,15.0,88.0,2,12.0,15.0,8.0,8.0,3.0,42,29.0,66.0,14.0,24.0,12.0,30.0,5.0,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,21,55.4094249550114,2.333874051593326,0.0005430774855854733,2.1552015588357016,1.0883367434732591e-06,-0.00017304809161992738,2.2336173095396936,4.034241064578453e-08,-3.8729622563916036e-05,0.010299083274705575,1.661576578946018,446.979909090909,-8.485758328627876,536.0803715415016,-3.0674865189158664,55.931458568605315,321.3563152173916,0.23220714582899954,-10.382011612529357,115.95700576540183,228.7056640316208,1,2,1,1,1,1,1,3,1,2,1,1,1,1,1,1000,1,1,1,1,1,1,1,1,24,1,1,3,22,24,26,26,26,1,324.0,0.0,0.0,1.0,17.0,17.0,3.0,11.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1097,0.0,False,2,10,2333171598,0.0,8.344,2.563,15.6,27.786,8.77,33.706,7.443,7.373,16.91,17.31,7.586,13.206,10.47,12.757,16.764,27.754,123.668,45.91,13.473,34.227,38.523,6.93,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1,3.0,2.0,3.0,3.0,3.0,6.0,3.0,6.0,3.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,50.0,6.0,8.0,6.0,16.0,2,2.0,18.0,2.0,4.0,0.0,26,13.0,34.0,2.0,21.0,2.0,13.0,6.0,True,True,False,True,True,True,False,False,False,True,False,False,False,False,True,True,True,True,False,False,True,True,12,24.873466774003138,3.428089655172411,0.004094937805070055,3.1332541332073687,0.000679385761459451,-0.0937366118450909,5.464906066536204,-9.333801749491047e-06,0.0026954869393495157,-0.2094626862163304,6.829537750477388,30.39931818181818,1.7684206662902318,11.83090118577074,-0.04390774985883701,2.6904834133258095,8.757358695652169,-0.025183520560293857,0.7493731477904194,-3.819456651510157,18.805583399209375,3,1000,1,17,1,1,1,1,3,4,13,5,2,1,3,8,3,1,4,3,1,1,3,4,7,2,1,2,10,13,19,22,23,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1100,0.0,False,0,7,2333171971,0.0,6.139,2.324,53.696,223.977,9.54,37.033,51.937,99.54,125.15,17.994,37.54,50.574,11.224,49.626,36.253,52.62,73.266,228.85,82.664,58.083,103.107,8.066,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1,4.0,2.0,14.0,9.0,3.0,2.0,3.0,14.0,16.0,5.0,5.0,5.0,3.0,4.0,3.0,10.0,44.0,33.0,18.0,10.0,45.0,2,15.0,17.0,12.0,4.0,0.0,25,23.0,52.0,25.0,10.0,15.0,23.0,5.0,True,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,21,60.6318771341609,5.587413385826773,0.016220566541016824,3.535511718388142,0.00040691759342193455,-0.08672958459473268,7.8594180660896225,2.6621399492033792e-06,-0.0006033645173007468,0.015309441016247965,5.729339263841915,62.49431818181817,1.4384556747600243,47.39053359683792,-0.042779150197628124,2.336817828910214,44.395993083003994,0.003734037168018865,-0.16040132099022245,3.302066436843094,42.906112252964434,1,2,1,5,1,1000,1,1,1,1,4,3,1,1,11,8,2,1,2,1,2,1,1,2,1000,5,1,2,14,20,21,22,24,2,11.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1101,0.9333333333333333,True,2,9,2333172446,1.0,6.394,4.343,62.1,72.733,41.13,85.124,80.22,88.8,42.863,23.946,100.02,32.523,17.177,74.946,39.297,74.83,194.69,237.113,49.447,74.827,61.337,16.75,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,2.0,5.0,3.0,4.0,7.0,7.0,9.0,3.0,3.0,5.0,4.0,3.0,4.0,3.0,4.0,100.0,12.0,7.0,9.0,11.0,2,7.0,14.0,0.0,4.0,0.0,23,36.0,8.0,16.0,20.0,7.0,36.0,15.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,54.589690372589644,7.050523809523806,0.03428650989818363,3.467583525163618,0.0009811142155142913,-0.17076636114430338,10.576083054636507,-1.3254855737148968e-05,0.0051365114891104985,-0.5173291447333748,16.539909221701805,67.30522727272727,2.5433049124788263,40.600525691699566,-0.29069713438735156,8.64794473461321,20.25172628458501,-0.045246054365161895,1.1345535781152478,-3.048160318781137,38.304901976284576,1,1000,2,1000,1000,1000,1,1000,1,3,1000,4,2,1,10,5,2,1,2,1,2,4,1,1,1000,2,1,1,10,16,17,19,20,7,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
1102,1.0,True,1,3,2333172471,1.0,0.0,0.0,57.613,17.334,41.773,46.867,65.013,235.85,180.664,29.037,98.68,74.757,36.424,61.973,69.853,52.646,121.147,100.374,234.27,62.906,217.823,8.853,0.0,0.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,0.0,0.0,4.0,2.0,8.0,5.0,6.0,12.0,10.0,5.0,5.0,9.0,7.0,5.0,3.0,5.0,45.0,9.0,112.0,17.0,120.0,2,12.0,16.0,0.0,12.0,11.0,22,35.0,54.0,16.0,19.0,12.0,36.0,46.0,0,0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,21,69.98991756682771,4.6246743002544575,-0.007935431021325514,6.180018780434254,0.0001544023420046964,-0.06846114908716648,10.124278074391551,6.149134859400959e-07,-0.00020716678772807982,-0.011839300388316562,8.286422187959849,86.52299999999995,3.529714285714284,51.22585714285714,-0.3119337573181964,9.768389432078214,31.4700525127047,0.055760301335244046,-1.9847427973755172,22.827452004792345,12.400029456051424,2,1000,2,1,1,1,1,1000,1,5,1,3,1,1,10,1000,1,1,1,1,1,1,1,1000,1000,2,1,4,16,19,20,21,22,5,55.0,1.0,2.0,2.0,5.0,5.0,16.0,6.0,1.0,0.0,3.64,1.0,2.0,True,0.0,0.0,0.0,0
1103,0.7692307692307693,True,0,7,2333172578,1.0,11.563,7.55,103.12,87.214,28.843,75.56,38.274,70.083,33.393,85.08,80.933,102.163,17.897,39.883,45.83,62.023,154.073,56.294,73.754,91.04,43.05,8.993,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1,3.0,2.0,3.0,3.0,4.0,5.0,4.0,4.0,3.0,3.0,7.0,7.0,3.0,3.0,3.0,3.0,37.0,7.0,6.0,6.0,12.0,2,5.0,15.0,0.0,4.0,0.0,23,10.0,32.0,0.0,20.0,5.0,10.0,4.0,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,22,35.88069783637446,10.12779230769231,0.0033186824891778153,9.91373728714034,0.002545882123047379,-0.3251001113839341,16.920004889766723,-4.3980515992474425e-05,0.011056111967591169,-0.762534721496683,21.53141476819685,60.01140909090909,0.6590858272162635,53.0910079051383,-0.2755049407114626,6.444689582156976,33.805662055336,-0.017480736426045182,0.2751382567089606,1.9259192160242984,40.78047588932797,2,1000,2,22,18,18,1,1000,1,3,22,5,2,1,18,3,1,1,1,5,1,1,1,2,7,3,1,5,10,14,17,17,20,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0
